pid,date,dekad,B04,B08,B05,B11
4193,2025-01-02,0,802.5555555555555,2056.8888888888887,1213.7777777777778,1692.2222222222222
4194,2025-01-02,0,473.55555555555554,3540.8888888888887,1367.6666666666667,1544.6666666666667
4195,2025-01-02,0,562.3333333333334,3543.5555555555557,1569.2222222222222,1244.2222222222222
4196,2025-01-02,0,869.4444444444445,1518.2222222222222,1072.0,1613.5555555555557
4197,2025-01-02,0,542.2222222222222,2978.6666666666665,1359.4444444444443,1744.3333333333333
4198,2025-01-02,0,481.77777777777777,1910.4444444444443,866.0,1169.888888888889
4214,2025-01-02,0,1399.3333333333333,2280.4444444444443,1627.2222222222222,2148.8888888888887
4215,2025-01-02,0,1198.2222222222222,1696.4444444444443,1424.3333333333333,1735.888888888889
4216,2025-01-02,0,1053.888888888889,1731.3333333333333,1338.0,1858.6666666666667
4219,2025-01-02,0,1117.3333333333333,1680.6666666666667,1267.3333333333333,1702.6666666666667
